crop_path,species_name,source_tile,orthomosaic_id,bbox_coco,annotation_id,remapped_label,split
BRPEA/BRPEA_012534.png,BRPEA,OM_016/tiles/OM_016_05500_04500.png,OM_016,"[0, 247.0, 63.0, 56.0]",12534,BRPEA,train
BRPEA/BRPEA_013235.png,BRPEA,OM_019/tiles/OM_019_04500_00500.png,OM_019,"[309.0, 149.0, 123.0, 72.0]",13235,BRPEA,train
BRPEA/BRPEA_006103.png,BRPEA,OM_007/tiles/OM_007_08500_01000.png,OM_007,"[43.0, 354.0, 57.0, 121.0]",6103,BRPEA,train
BRPEA/BRPEA_010369.png,BRPEA,OM_011/tiles/OM_011_05500_06000.png,OM_011,"[336.0, 447.0, 93.0, 53.0]",10369,BRPEA,train
BRPEA/BRPEA_006311.png,BRPEA,OM_007/tiles/OM_007_07000_02000.png,OM_007,"[26.0, 291.0, 95.0, 87.0]",6311,BRPEA,train
BRPEA/BRPEA_010922.png,BRPEA,OM_012/tiles/OM_012_00000_04000.png,OM_012,"[291.0, 0, 136.0, 50.0]",10922,BRPEA,train
BRPEA/BRPEA_007199.png,BRPEA,OM_008/tiles/OM_008_02000_00000.png,OM_008,"[489.0, 414.0, 11.0, 67.0]",7199,BRPEA,train
BRPEA/BRPEA_011912.png,BRPEA,OM_014/tiles/OM_014_04500_03500.png,OM_014,"[47.0, 140.0, 122.0, 53.0]",11912,BRPEA,train
BRPEA/BRPEA_007186.png,BRPEA,OM_007/tiles/OM_007_02500_09000.png,OM_007,"[51.0, 53.0, 120.0, 88.0]",7186,BRPEA,train
BRPEA/BRPEA_000019.png,BRPEA,OM_001/tiles/OM_001_02000_01000.png,OM_001,"[114.0, 14.0, 125.0, 100.0]",19,BRPEA,train
BRPEA/BRPEA_012531.png,BRPEA,OM_016/tiles/OM_016_05000_04500.png,OM_016,"[441.0, 247.0, 59.0, 56.0]",12531,BRPEA,train
BRPEA/BRPEA_010634.png,BRPEA,OM_011/tiles/OM_011_01500_08500.png,OM_011,"[317.0, 69.0, 133.0, 98.0]",10634,BRPEA,train
BRPEA/BRPEA_006009.png,BRPEA,OM_007/tiles/OM_007_08500_00500.png,OM_007,"[324.0, 497.0, 136.0, 3.0]",6009,BRPEA,train
BRPEA/BRPEA_013265.png,BRPEA,OM_019/tiles/OM_019_04000_01500.png,OM_019,"[292.0, 290.0, 102.0, 128.0]",13265,BRPEA,train
BRPEA/BRPEA_011407.png,BRPEA,OM_013/tiles/OM_013_05000_01500.png,OM_013,"[0, 380.0, 80.0, 92.0]",11407,BRPEA,train
BRPEA/BRPEA_008544.png,BRPEA,OM_008/tiles/OM_008_07500_09500.png,OM_008,"[264.0, 482.0, 64.0, 18.0]",8544,BRPEA,train
BRPEA/BRPEA_003907.png,BRPEA,OM_004/tiles/OM_004_06000_07500.png,OM_004,"[0, 236.0, 47.0, 91.0]",3907,BRPEA,train
BRPEA/BRPEA_010493.png,BRPEA,OM_011/tiles/OM_011_04000_07500.png,OM_011,"[345.0, 58.0, 110.0, 60.0]",10493,BRPEA,train
BRPEA/BRPEA_007490.png,BRPEA,OM_008/tiles/OM_008_07000_04500.png,OM_008,"[494.0, 447.0, 6.0, 35.0]",7490,BRPEA,train
BRPEA/BRPEA_013201.png,BRPEA,OM_018/tiles/OM_018_05000_08000.png,OM_018,"[0, 119.0, 87.0, 57.0]",13201,BRPEA,train
BRPEA/BRPEA_009707.png,BRPEA,OM_010/tiles/OM_010_09000_01500.png,OM_010,"[491.0, 193.0, 9.0, 114.0]",9707,BRPEA,train
BRPEA/BRPEA_010222.png,BRPEA,OM_011/tiles/OM_011_01000_03500.png,OM_011,"[418.0, 96.0, 82.0, 188.0]",10222,BRPEA,train
BRPEA/BRPEA_010525.png,BRPEA,OM_011/tiles/OM_011_05500_07500.png,OM_011,"[117.0, 55.0, 133.0, 54.0]",10525,BRPEA,train
BRPEA/BRPEA_012493.png,BRPEA,OM_016/tiles/OM_016_05000_03500.png,OM_016,"[184.0, 462.0, 114.0, 38.0]",12493,BRPEA,train
BRPEA/BRPEA_010496.png,BRPEA,OM_011/tiles/OM_011_04000_07500.png,OM_011,"[0, 496.0, 102.0, 4.0]",10496,BRPEA,train
BRPEA/BRPEA_012234.png,BRPEA,OM_015/tiles/OM_015_02000_06000.png,OM_015,"[287.0, 116.0, 89.0, 94.0]",12234,BRPEA,train
BRPEA/BRPEA_012623.png,BRPEA,OM_016/tiles/OM_016_05500_08500.png,OM_016,"[256.0, 438.0, 136.0, 62.0]",12623,BRPEA,train
BRPEA/BRPEA_000021.png,BRPEA,OM_001/tiles/OM_001_02000_01000.png,OM_001,"[0, 375.0, 4.0, 124.0]",21,BRPEA,train
BRPEA/BRPEA_012545.png,BRPEA,OM_016/tiles/OM_016_05000_05000.png,OM_016,"[362.0, 0, 121.0, 23.0]",12545,BRPEA,train
BRPEA/BRPEA_012622.png,BRPEA,OM_016/tiles/OM_016_05500_08500.png,OM_016,"[173.0, 285.0, 135.0, 57.0]",12622,BRPEA,train
BRPEA/BRPEA_007334.png,BRPEA,OM_008/tiles/OM_008_00500_02500.png,OM_008,"[0, 0, 142.0, 51.0]",7334,BRPEA,train
BRPEA/BRPEA_012207.png,BRPEA,OM_015/tiles/OM_015_02000_05500.png,OM_015,"[0, 435.0, 99.0, 65.0]",12207,BRPEA,train
BRPEA/BRPEA_016615.png,BRPEA,OM_020/tiles/OM_020_04000_09500.png,OM_020,"[0, 0, 96.0, 18.0]",16615,BRPEA,train
BRPEA/BRPEA_009256.png,BRPEA,OM_009/tiles/OM_009_07000_02000.png,OM_009,"[376.0, 168.0, 120.0, 56.0]",9256,BRPEA,train
BRPEA/BRPEA_003912.png,BRPEA,OM_004/tiles/OM_004_00000_08000.png,OM_004,"[312.0, 407.0, 83.0, 93.0]",3912,BRPEA,train
BRPEA/BRPEA_010551.png,BRPEA,OM_011/tiles/OM_011_01500_08000.png,OM_011,"[369.0, 417.0, 131.0, 76.0]",10551,BRPEA,train
BRPEA/BRPEA_012637.png,BRPEA,OM_016/tiles/OM_016_05500_09000.png,OM_016,"[218.0, 202.0, 167.0, 56.0]",12637,BRPEA,train
BRPEA/BRPEA_007177.png,BRPEA,OM_007/tiles/OM_007_04000_08000.png,OM_007,"[0, 147.0, 15.0, 65.0]",7177,BRPEA,train
BRPEA/BRPEA_010602.png,BRPEA,OM_011/tiles/OM_011_06500_08000.png,OM_011,"[73.0, 13.0, 140.0, 66.0]",10602,BRPEA,train
BRPEA/BRPEA_009858.png,BRPEA,OM_010/tiles/OM_010_01500_05500.png,OM_010,"[461.0, 40.0, 39.0, 81.0]",9858,BRPEA,train
BRPEA/BRPEA_010531.png,BRPEA,OM_011/tiles/OM_011_06500_07500.png,OM_011,"[37.0, 0, 126.0, 27.0]",10531,BRPEA,train
BRPEA/BRPEA_010606.png,BRPEA,OM_011/tiles/OM_011_07000_08000.png,OM_011,"[0, 123.0, 98.0, 84.0]",10606,BRPEA,train
BRPEA/BRPEA_013202.png,BRPEA,OM_018/tiles/OM_018_06500_08500.png,OM_018,"[345.0, 178.0, 57.0, 41.0]",13202,BRPEA,train
BRPEA/BRPEA_006464.png,BRPEA,OM_007/tiles/OM_007_07000_02500.png,OM_007,"[0, 0, 82.0, 23.0]",6464,BRPEA,train
BRPEA/BRPEA_012587.png,BRPEA,OM_016/tiles/OM_016_06000_07500.png,OM_016,"[0, 341.0, 41.0, 52.0]",12587,BRPEA,train
BRPEA/BRPEA_009017.png,BRPEA,OM_009/tiles/OM_009_09500_01000.png,OM_009,"[433.0, 129.0, 66.0, 57.0]",9017,BRPEA,train
BRPEA/BRPEA_007225.png,BRPEA,OM_008/tiles/OM_008_02000_00500.png,OM_008,"[354.0, 331.0, 139.0, 104.0]",7225,BRPEA,train
BRPEA/BRPEA_007300.png,BRPEA,OM_008/tiles/OM_008_00500_02000.png,OM_008,"[443.0, 147.0, 57.0, 61.0]",7300,BRPEA,train
BRPEA/BRPEA_010472.png,BRPEA,OM_011/tiles/OM_011_09500_07000.png,OM_011,"[442.0, 434.0, 57.0, 39.0]",10472,BRPEA,train
BRPEA/BRPEA_003921.png,BRPEA,OM_004/tiles/OM_004_02500_08000.png,OM_004,"[320.0, 0, 80.0, 100.0]",3921,BRPEA,train
BRPEA/BRPEA_006198.png,BRPEA,OM_007/tiles/OM_007_07000_01500.png,OM_007,"[55.0, 397.0, 77.0, 103.0]",6198,BRPEA,train
BRPEA/BRPEA_006104.png,BRPEA,OM_007/tiles/OM_007_08500_01000.png,OM_007,"[324.0, 0, 136.0, 118.0]",6104,BRPEA,train
BRPEA/BRPEA_011555.png,BRPEA,OM_013/tiles/OM_013_06500_03500.png,OM_013,"[314.0, 107.0, 72.0, 118.0]",11555,BRPEA,train
BRPEA/BRPEA_010683.png,BRPEA,OM_011/tiles/OM_011_00000_09000.png,OM_011,"[353.0, 43.0, 98.0, 106.0]",10683,BRPEA,train
BRPEA/BRPEA_010686.png,BRPEA,OM_011/tiles/OM_011_00500_09000.png,OM_011,"[266.0, 0, 104.0, 67.0]",10686,BRPEA,train
BRPEA/BRPEA_010023.png,BRPEA,OM_010/tiles/OM_010_05500_09500.png,OM_010,"[0, 435.0, 57.0, 49.0]",10023,BRPEA,train
BRPEA/BRPEA_010494.png,BRPEA,OM_011/tiles/OM_011_04000_07500.png,OM_011,"[315.0, 199.0, 134.0, 74.0]",10494,BRPEA,train
BRPEA/BRPEA_011887.png,BRPEA,OM_013/tiles/OM_013_03000_09500.png,OM_013,"[139.0, 99.0, 134.0, 76.0]",11887,BRPEA,train
BRPEA/BRPEA_003922.png,BRPEA,OM_004/tiles/OM_004_02500_08000.png,OM_004,"[393.0, 84.0, 107.0, 108.0]",3922,BRPEA,train
BRPEA/BRPEA_007193.png,BRPEA,OM_007/tiles/OM_007_03500_09500.png,OM_007,"[0, 62.0, 98.0, 60.0]",7193,BRPEA,train
BRPEA/BRPEA_009689.png,BRPEA,OM_010/tiles/OM_010_07000_01000.png,OM_010,"[117.0, 18.0, 114.0, 115.0]",9689,BRPEA,train
BRPEA/BRPEA_011872.png,BRPEA,OM_013/tiles/OM_013_03500_09000.png,OM_013,"[231.0, 244.0, 146.0, 77.0]",11872,BRPEA,train
BRPEA/BRPEA_012365.png,BRPEA,OM_016/tiles/OM_016_04000_00500.png,OM_016,"[202.0, 306.0, 68.0, 90.0]",12365,BRPEA,train
BRPEA/BRPEA_010682.png,BRPEA,OM_011/tiles/OM_011_00000_09000.png,OM_011,"[58.0, 0, 115.0, 24.0]",10682,BRPEA,train
BRPEA/BRPEA_010936.png,BRPEA,OM_012/tiles/OM_012_05000_04000.png,OM_012,"[95.0, 404.0, 119.0, 41.0]",10936,BRPEA,train
BRPEA/BRPEA_010585.png,BRPEA,OM_011/tiles/OM_011_04500_08000.png,OM_011,"[396.0, 255.0, 104.0, 107.0]",10585,BRPEA,train
BRPEA/BRPEA_010581.png,BRPEA,OM_011/tiles/OM_011_04500_08000.png,OM_011,"[162.0, 10.0, 169.0, 67.0]",10581,BRPEA,train
BRPEA/BRPEA_003888.png,BRPEA,OM_004/tiles/OM_004_07500_07000.png,OM_004,"[230.0, 25.0, 104.0, 55.0]",3888,BRPEA,train
BRPEA/BRPEA_011673.png,BRPEA,OM_013/tiles/OM_013_03000_05000.png,OM_013,"[85.0, 35.0, 46.0, 41.0]",11673,BRPEA,train
BRPEA/BRPEA_012627.png,BRPEA,OM_016/tiles/OM_016_06000_08500.png,OM_016,"[0, 0, 127.0, 8.0]",12627,BRPEA,train
BRPEA/BRPEA_012343.png,BRPEA,OM_016/tiles/OM_016_03500_00000.png,OM_016,"[279.0, 299.0, 85.0, 91.0]",12343,BRPEA,train
BRPEA/BRPEA_011315.png,BRPEA,OM_013/tiles/OM_013_04500_00500.png,OM_013,"[181.0, 295.0, 73.0, 73.0]",11315,BRPEA,train
BRPEA/BRPEA_011996.png,BRPEA,OM_014/tiles/OM_014_07000_07500.png,OM_014,"[41.0, 0, 62.0, 118.0]",11996,BRPEA,train
BRPEA/BRPEA_010557.png,BRPEA,OM_011/tiles/OM_011_02500_08000.png,OM_011,"[239.0, 208.0, 62.0, 116.0]",10557,BRPEA,train
BRPEA/BRPEA_013264.png,BRPEA,OM_019/tiles/OM_019_04000_01500.png,OM_019,"[54.0, 443.0, 127.0, 57.0]",13264,BRPEA,train
BRPEA/BRPEA_000010.png,BRPEA,OM_001/tiles/OM_001_02000_00500.png,OM_001,"[349.0, 152.0, 51.0, 151.0]",10,BRPEA,train
BRPEA/BRPEA_005951.png,BRPEA,OM_006/tiles/OM_006_09500_09000.png,OM_006,"[325.0, 250.0, 141.0, 108.0]",5951,BRPEA,train
BRPEA/BRPEA_007143.png,BRPEA,OM_007/tiles/OM_007_01000_06000.png,OM_007,"[0, 18.0, 55.0, 52.0]",7143,BRPEA,train
BRPEA/BRPEA_003905.png,BRPEA,OM_004/tiles/OM_004_05500_07500.png,OM_004,"[458.0, 236.0, 42.0, 91.0]",3905,BRPEA,train
BRPEA/BRPEA_010438.png,BRPEA,OM_011/tiles/OM_011_04500_07000.png,OM_011,"[389.0, 432.0, 111.0, 66.0]",10438,BRPEA,train
BRPEA/BRPEA_011822.png,BRPEA,OM_013/tiles/OM_013_04000_08000.png,OM_013,"[0, 383.0, 2.0, 52.0]",11822,BRPEA,train
BRPEA/BRPEA_010897.png,BRPEA,OM_012/tiles/OM_012_01000_03500.png,OM_012,"[180.0, 88.0, 123.0, 80.0]",10897,BRPEA,train
BRPEA/BRPEA_009859.png,BRPEA,OM_010/tiles/OM_010_02000_05500.png,OM_010,"[0, 40.0, 72.0, 81.0]",9859,BRPEA,train
BRPEA/BRPEA_013195.png,BRPEA,OM_018/tiles/OM_018_04500_07500.png,OM_018,"[473.0, 133.0, 27.0, 118.0]",13195,BRPEA,train
BRPEA/BRPEA_009688.png,BRPEA,OM_010/tiles/OM_010_06500_01000.png,OM_010,"[84.0, 38.0, 144.0, 91.0]",9688,BRPEA,train
BRPEA/BRPEA_007359.png,BRPEA,OM_008/tiles/OM_008_07000_02500.png,OM_008,"[327.0, 305.0, 130.0, 63.0]",7359,BRPEA,train
BRPEA/BRPEA_010508.png,BRPEA,OM_011/tiles/OM_011_04500_07500.png,OM_011,"[370.0, 388.0, 130.0, 70.0]",10508,BRPEA,train
BRPEA/BRPEA_003890.png,BRPEA,OM_004/tiles/OM_004_08000_07000.png,OM_004,"[22.0, 0, 161.0, 52.0]",3890,BRPEA,train
BRPEA/BRPEA_003902.png,BRPEA,OM_004/tiles/OM_004_05000_07500.png,OM_004,"[292.0, 420.0, 112.0, 71.0]",3902,BRPEA,train
BRPEA/BRPEA_007976.png,BRPEA,OM_008/tiles/OM_008_07000_07500.png,OM_008,"[421.0, 378.0, 79.0, 59.0]",7976,BRPEA,train
BRPEA/BRPEA_011881.png,BRPEA,OM_013/tiles/OM_013_00500_09500.png,OM_013,"[16.0, 471.0, 40.0, 28.0]",11881,BRPEA,train
BRPEA/BRPEA_012736.png,BRPEA,OM_017/tiles/OM_017_00000_02000.png,OM_017,"[72.0, 270.0, 119.0, 99.0]",12736,BRPEA,train
BRPEA/BRPEA_009791.png,BRPEA,OM_010/tiles/OM_010_03500_04000.png,OM_010,"[219.0, 277.0, 67.0, 82.0]",9791,BRPEA,train
BRPEA/BRPEA_005962.png,BRPEA,OM_006/tiles/OM_006_09500_09500.png,OM_006,"[0, 28.0, 6.0, 73.0]",5962,BRPEA,train
BRPEA/BRPEA_012509.png,BRPEA,OM_016/tiles/OM_016_05000_04000.png,OM_016,"[10.0, 375.0, 114.0, 85.0]",12509,BRPEA,train
BRPEA/BRPEA_010024.png,BRPEA,OM_010/tiles/OM_010_05500_09500.png,OM_010,"[318.0, 292.0, 98.0, 52.0]",10024,BRPEA,train
BRPEA/BRPEA_010586.png,BRPEA,OM_011/tiles/OM_011_04500_08000.png,OM_011,"[252.0, 389.0, 83.0, 111.0]",10586,BRPEA,train
BRPEA/BRPEA_012233.png,BRPEA,OM_015/tiles/OM_015_02000_06000.png,OM_015,"[0, 0, 99.0, 44.0]",12233,BRPEA,train
BRPEA/BRPEA_010928.png,BRPEA,OM_012/tiles/OM_012_01000_04000.png,OM_012,"[195.0, 0, 122.0, 27.0]",10928,BRPEA,train
BRPEA/BRPEA_010403.png,BRPEA,OM_011/tiles/OM_011_05500_06500.png,OM_011,"[67.0, 445.0, 111.0, 55.0]",10403,BRPEA,train
BRPEA/BRPEA_010643.png,BRPEA,OM_011/tiles/OM_011_02500_08500.png,OM_011,"[424.0, 236.0, 76.0, 74.0]",10643,BRPEA,train
BRPEA/BRPEA_012186.png,BRPEA,OM_015/tiles/OM_015_01000_05000.png,OM_015,"[452.0, 364.0, 48.0, 68.0]",12186,BRPEA,train
BRPEA/BRPEA_010214.png,BRPEA,OM_011/tiles/OM_011_00000_03500.png,OM_011,"[400.0, 0, 100.0, 2.0]",10214,BRPEA,train
BRPEA/BRPEA_013234.png,BRPEA,OM_019/tiles/OM_019_04500_00500.png,OM_019,"[79.0, 21.0, 130.0, 79.0]",13234,BRPEA,train
BRPEA/BRPEA_010499.png,BRPEA,OM_011/tiles/OM_011_04000_07500.png,OM_011,"[493.0, 428.0, 7.0, 72.0]",10499,BRPEA,train
BRPEA/BRPEA_006102.png,BRPEA,OM_007/tiles/OM_007_08500_01000.png,OM_007,"[0, 419.0, 28.0, 81.0]",6102,BRPEA,train
BRPEA/BRPEA_012525.png,BRPEA,OM_016/tiles/OM_016_07000_04000.png,OM_016,"[439.0, 352.0, 61.0, 63.0]",12525,BRPEA,train
BRPEA/BRPEA_007202.png,BRPEA,OM_008/tiles/OM_008_02500_00000.png,OM_008,"[324.0, 31.0, 113.0, 84.0]",7202,BRPEA,train
BRPEA/BRPEA_010512.png,BRPEA,OM_011/tiles/OM_011_05000_07500.png,OM_011,"[48.0, 171.0, 150.0, 66.0]",10512,BRPEA,train
BRPEA/BRPEA_007448.png,BRPEA,OM_008/tiles/OM_008_07000_04000.png,OM_008,"[55.0, 299.0, 128.0, 57.0]",7448,BRPEA,train
BRPEA/BRPEA_009721.png,BRPEA,OM_010/tiles/OM_010_07500_02000.png,OM_010,"[181.0, 397.0, 137.0, 91.0]",9721,BRPEA,train
BRPEA/BRPEA_011836.png,BRPEA,OM_013/tiles/OM_013_01000_08500.png,OM_013,"[3.0, 276.0, 127.0, 78.0]",11836,BRPEA,train
BRPEA/BRPEA_010624.png,BRPEA,OM_011/tiles/OM_011_00500_08500.png,OM_011,"[459.0, 336.0, 41.0, 100.0]",10624,BRPEA,train
BRPEA/BRPEA_012341.png,BRPEA,OM_015/tiles/OM_015_06500_09500.png,OM_015,"[269.0, 451.0, 97.0, 48.0]",12341,BRPEA,train
BRPEA/BRPEA_000007.png,BRPEA,OM_001/tiles/OM_001_03000_00000.png,OM_001,"[30.0, 204.0, 112.0, 122.0]",7,BRPEA,train
BRPEA/BRPEA_010689.png,BRPEA,OM_011/tiles/OM_011_00500_09000.png,OM_011,"[367.0, 89.0, 112.0, 84.0]",10689,BRPEA,train
BRPEA/BRPEA_007258.png,BRPEA,OM_008/tiles/OM_008_01000_01500.png,OM_008,"[177.0, 453.0, 107.0, 47.0]",7258,BRPEA,train
BRPEA/BRPEA_011775.png,BRPEA,OM_013/tiles/OM_013_01000_07500.png,OM_013,"[216.0, 49.0, 103.0, 117.0]",11775,BRPEA,train
BRPEA/BRPEA_011070.png,BRPEA,OM_012/tiles/OM_012_06000_06000.png,OM_012,"[492.0, 497.0, 8.0, 3.0]",11070,BRPEA,train
BRPEA/BRPEA_013866.png,BRPEA,OM_019/tiles/OM_019_00000_09500.png,OM_019,"[31.0, 205.0, 123.0, 78.0]",13866,BRPEA,train
BRPEA/BRPEA_007294.png,BRPEA,OM_008/tiles/OM_008_09500_01500.png,OM_008,"[224.0, 497.0, 137.0, 3.0]",7294,BRPEA,train
BRPEA/BRPEA_000004.png,BRPEA,OM_001/tiles/OM_001_02500_00000.png,OM_001,"[161.0, 244.0, 109.0, 88.0]",4,BRPEA,train
BRPEA/BRPEA_005953.png,BRPEA,OM_006/tiles/OM_006_09500_09000.png,OM_006,"[440.0, 72.0, 59.0, 64.0]",5953,BRPEA,train
BRPEA/BRPEA_008114.png,BRPEA,OM_008/tiles/OM_008_09000_08000.png,OM_008,"[188.0, 83.0, 130.0, 52.0]",8114,BRPEA,train
BRPEA/BRPEA_009930.png,BRPEA,OM_010/tiles/OM_010_07500_07000.png,OM_010,"[0, 367.0, 52.0, 88.0]",9930,BRPEA,train
BRPEA/BRPEA_010684.png,BRPEA,OM_011/tiles/OM_011_00000_09000.png,OM_011,"[0.0, 75.0, 81.0, 107.0]",10684,BRPEA,train
BRPEA/BRPEA_010520.png,BRPEA,OM_011/tiles/OM_011_05000_07500.png,OM_011,"[412.0, 415.0, 88.0, 85.0]",10520,BRPEA,train
BRPEA/BRPEA_010629.png,BRPEA,OM_011/tiles/OM_011_01000_08500.png,OM_011,"[273.0, 234.0, 185.0, 102.0]",10629,BRPEA,train
BRPEA/BRPEA_010552.png,BRPEA,OM_011/tiles/OM_011_02000_08000.png,OM_011,"[19.0, 410.0, 109.0, 90.0]",10552,BRPEA,train
BRPEA/BRPEA_005885.png,BRPEA,OM_006/tiles/OM_006_09000_07000.png,OM_006,"[356.0, 62.0, 111.0, 99.0]",5885,BRPEA,train
BRPEA/BRPEA_010416.png,BRPEA,OM_011/tiles/OM_011_06500_06500.png,OM_011,"[0, 137.0, 17.0, 125.0]",10416,BRPEA,train
BRPEA/BRPEA_011821.png,BRPEA,OM_013/tiles/OM_013_03500_08000.png,OM_013,"[376.0, 383.0, 124.0, 52.0]",11821,BRPEA,train
BRPEA/BRPEA_010730.png,BRPEA,OM_012/tiles/OM_012_05000_00500.png,OM_012,"[35.0, 44.0, 114.0, 44.0]",10730,BRPEA,train
BRPEA/BRPEA_007203.png,BRPEA,OM_008/tiles/OM_008_02500_00000.png,OM_008,"[276.0, 170.0, 63.0, 129.0]",7203,BRPEA,train
BRPEA/BRPEA_010490.png,BRPEA,OM_011/tiles/OM_011_04000_07500.png,OM_011,"[181.0, 139.0, 134.0, 93.0]",10490,BRPEA,train
BRPEA/BRPEA_011923.png,BRPEA,OM_014/tiles/OM_014_09000_04000.png,OM_014,"[0, 475.0, 12.0, 25.0]",11923,BRPEA,train
BRPEA/BRPEA_003726.png,BRPEA,OM_004/tiles/OM_004_06000_01500.png,OM_004,"[362.0, 212.0, 138.0, 95.0]",3726,BRPEA,train
BRPEA/BRPEA_012378.png,BRPEA,OM_016/tiles/OM_016_06500_00500.png,OM_016,"[318.0, 210.0, 92.0, 46.0]",12378,BRPEA,train
BRPEA/BRPEA_008893.png,BRPEA,OM_009/tiles/OM_009_08000_00500.png,OM_009,"[263.0, 0, 91.0, 88.0]",8893,BRPEA,train
BRPEA/BRPEA_003867.png,BRPEA,OM_004/tiles/OM_004_02000_05000.png,OM_004,"[102.0, 243.0, 126.0, 107.0]",3867,BRPEA,train
BRPEA/BRPEA_012388.png,BRPEA,OM_016/tiles/OM_016_04500_01000.png,OM_016,"[100.0, 79.0, 113.0, 125.0]",12388,BRPEA,train
BRPEA/BRPEA_007243.png,BRPEA,OM_008/tiles/OM_008_01500_01000.png,OM_008,"[318.0, 323.0, 99.0, 100.0]",7243,BRPEA,train
BRPEA/BRPEA_012636.png,BRPEA,OM_016/tiles/OM_016_05500_09000.png,OM_016,"[256.0, 0, 136.0, 13.0]",12636,BRPEA,train
